idx	status	source_file	line_no	variant	core_sha256_bits	red_K5	blue_K5	red_K4_count	blue_K4_count	phi0_exists	phi0_timeout	phi0_nodes	phi0_elapsed_s	phi1_exists	phi1_timeout	phi1_nodes	phi1_elapsed_s	phi2_exists	phi2_timeout	phi2_nodes	phi2_elapsed_s	phi2_red_phi	phi2_blue_phi	phi2_degree	status_detail
501	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	251	source	08737ebbe254316951a23a179d1192a5a592e6a84b9e34941f1571d05ef2bcdd	0	0	1191	1123	False	False	105	0.481	False	False	537	2.216	False	False	1457	5.829				phi 0,1,2 excluded
502	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	251	complement	b602f5d9afe057a910bf47f427038b0a7e36aea2ec4187e35d8ae1f93cdf3e21	0	0	1123	1191	False	False	105	0.49	False	False	537	2.219	False	False	1457	5.914				phi 0,1,2 excluded
503	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	252	source	c132d1a1cff85ed7155984a7a4fc7fef2e2551f952b17d6e86416084412c44d8	0	0	1191	1123	False	False	121	0.552	False	False	575	2.404	False	False	1667	6.65				phi 0,1,2 excluded
504	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	252	complement	a39a23c88b95d308b46fc6e70dadbcea9cf74cfefb259aca3d85ebd3517d5dca	0	0	1123	1191	False	False	121	0.577	False	False	575	2.5	False	False	1667	6.871				phi 0,1,2 excluded
505	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	253	source	08f35c343f3780232952d6c328e91da52e0f429dfb9c2d70f472434e946c2e26	0	0	1204	1115	False	False	121	0.553	False	False	575	2.428	False	False	1677	6.761				phi 0,1,2 excluded
506	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	253	complement	9c78b77ffd7d605f6457ee667b04021a39f6e6be2be3e2f337e1c0b750890110	0	0	1115	1204	False	False	121	0.563	False	False	575	2.45	False	False	1677	6.755				phi 0,1,2 excluded
507	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	254	source	c4ea3286ed69ac5ffc5549e3a27791eaef02d559da507bd80ec4071914be66c5	0	0	1181	1130	False	False	103	0.478	False	False	561	2.302	False	False	1427	5.733				phi 0,1,2 excluded
508	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	254	complement	6721798e4174c42cf0591eb31ff226b24316d246e857f529f53d0a625939c1a4	0	0	1130	1181	False	False	103	0.476	False	False	561	2.298	False	False	1427	5.72				phi 0,1,2 excluded
509	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	255	source	01cf02e4b82ff97a0fb59bdb64d8c8e9d3880750bf4fc0897554c7c27d82c04b	0	0	1168	1148	False	False	103	0.484	False	False	533	2.241	False	False	1465	5.949				phi 0,1,2 excluded
510	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	255	complement	9dca4e781aa825be4c0ab3a74c800ed3c948ccbd699f3c39a3457a275110dd2d	0	0	1148	1168	False	False	103	0.478	False	False	533	2.207	False	False	1465	5.865				phi 0,1,2 excluded
511	DELTA_EXACTLY_2_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	256	source	9965fe9a1876219daecd36134abc30eafc883ebce1acc0056032e8d7533ce48c	0	0	1200	1131	False	False	115	0.539	False	False	549	2.329	True	False	144	0.599	0	2	20	phi 0 and phi 1 excluded; phi 2 witness exists
512	DELTA_EXACTLY_2_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	256	complement	9a1277284bead4da588a99e04d435e861aa0c61107f605d84849178f327156d7	0	0	1131	1200	False	False	115	0.532	False	False	549	2.323	True	False	723	2.915	0	2	21	phi 0 and phi 1 excluded; phi 2 witness exists
513	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	257	source	fa5f609f49c10adda445b35a9f0f421016aa9bb95acb227ad1462e99c423b826	0	0	1187	1141	False	False	107	0.495	False	False	549	2.331	False	False	1647	6.587				phi 0,1,2 excluded
514	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	257	complement	86b9fc325ae5c90ac909e7659d1c119c8426f020fc1b3090b6bb931242904c93	0	0	1141	1187	False	False	107	0.492	False	False	549	2.318	False	False	1647	6.55				phi 0,1,2 excluded
515	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	258	source	64cbbc3ab9631c55256a890ae2b01ab7fc322caadb2a501711ca755060180c19	0	0	1167	1149	False	False	75	0.35	False	False	373	1.602	False	False	1125	4.647				phi 0,1,2 excluded
516	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	258	complement	d59e09c9ec2078e835d0abc76b3507eacf8969722024121bfb435d8ec1ad41ab	0	0	1149	1167	False	False	75	0.351	False	False	373	1.583	False	False	1125	4.61				phi 0,1,2 excluded
517	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	259	source	749cc13c3a374c7df60faa780f0ecb34b1c11a536a3de25586e02177a177aca7	0	0	1154	1158	False	False	65	0.303	False	False	335	1.433	False	False	1035	4.24				phi 0,1,2 excluded
518	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	259	complement	e77767b31bdd2a24741efb42d3f36547c8498f5641d14a1ecdd11421ad7dbcd5	0	0	1158	1154	False	False	65	0.304	False	False	335	1.44	False	False	1035	4.287				phi 0,1,2 excluded
519	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	260	source	c141e9eaca545301a6efd65e1f0ad5ca1591b25a600f10b62114287d5fa8a9be	0	0	1183	1142	False	False	87	0.406	False	False	429	1.82	False	False	1255	5.083				phi 0,1,2 excluded
520	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	260	complement	afd30d46aeb8b03533e5f8b31f538dbe1b3d6f9c72c12d0364c368922cdc83b0	0	0	1142	1183	False	False	87	0.408	False	False	429	1.83	False	False	1255	5.102				phi 0,1,2 excluded
521	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	261	source	5f6fc44996d508c77fc078faee69315549489ec300665f602834040aba718fd8	0	0	1183	1136	False	False	129	0.598	False	False	637	2.679	False	False	1789	7.183				phi 0,1,2 excluded
522	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	261	complement	e5d9a6af139c012b20ad5042e685584d8153b8ed5a7d674b40822e5e545b413c	0	0	1136	1183	False	False	129	0.598	False	False	637	2.694	False	False	1789	7.223				phi 0,1,2 excluded
523	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	262	source	0c747ca3cd94ae7b9e7997d318e1e8411ecd77b270061e78a6ae42e3c5f5f1c1	0	0	1179	1139	False	False	85	0.406	False	False	413	1.798	False	False	1183	4.956				phi 0,1,2 excluded
524	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	262	complement	8b7773204070fdc01e0b589d1dcd94293e92734875b1f097cf0678290ed3ebd4	0	0	1139	1179	False	False	85	0.399	False	False	413	1.777	False	False	1183	4.888				phi 0,1,2 excluded
525	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	263	source	de0bb5c20bf6d2ae71427eb3bae2ae5f5c2876abf6a33b00d8e5d26a57b6816d	0	0	1166	1153	False	False	101	0.466	False	False	469	1.967	False	False	1317	5.333				phi 0,1,2 excluded
526	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	263	complement	3172322a355eb4a6b45419f0699a37bc9ab8e8bf15682f0abc0304b400caa33a	0	0	1153	1166	False	False	101	0.476	False	False	469	2.016	False	False	1317	5.37				phi 0,1,2 excluded
527	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	264	source	a569c99bfc74a789709a2c6f992e74698d276635b18b632f2f01577e5fae73b7	0	0	1196	1128	False	False	97	0.457	False	False	475	2.028	False	False	1357	5.525				phi 0,1,2 excluded
528	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	264	complement	7603a441ca2659f6319f7639efa47721d527538348cae4e5caa1d0242d500e72	0	0	1128	1196	False	False	97	0.444	False	False	475	2.025	False	False	1357	5.452				phi 0,1,2 excluded
529	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	265	source	8cafb6946d97df53f3d70a9ed8007674a175fd90066b8349217f0b2ee10a0de4	0	0	1179	1137	False	False	97	0.452	False	False	489	2.057	False	False	1305	5.333				phi 0,1,2 excluded
530	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	265	complement	a667fd8b842aca7117c04b104f95389e8d2302ffa5b18c8b2133edd185fd3f45	0	0	1137	1179	False	False	97	0.447	False	False	489	2.042	False	False	1305	5.29				phi 0,1,2 excluded
531	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	266	source	490383790756cf1dfe5856f59fe9255b0a7e4e6b64695b030b870fefba9d9be1	0	0	1166	1149	False	False	97	0.446	False	False	481	1.999	False	False	1223	4.927				phi 0,1,2 excluded
532	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	266	complement	e4069fae2c4b1c5db005fd1ac0cff1c9da53e93ee959bc258e60067b7b84e271	0	0	1149	1166	False	False	97	0.449	False	False	481	2.009	False	False	1223	4.986				phi 0,1,2 excluded
533	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	267	source	241f435bc2683ad5267b0cecb01ed53ef76651dc38fcd88604dad853d9b68d2b	0	0	1153	1163	False	False	91	0.417	False	False	495	2.04	False	False	1399	5.545				phi 0,1,2 excluded
534	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	267	complement	d1bbc9d29bd445f4471e457c8d4fec36c82e0b248da86c8dec3e0b7e752c3ced	0	0	1163	1153	False	False	91	0.417	False	False	495	2.055	False	False	1399	5.591				phi 0,1,2 excluded
535	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	268	source	d056324a048b3c4a632cf626c4dd210d4e55af0b13ef6da30be2e8d062dd98d8	0	0	1166	1151	False	False	95	0.434	False	False	461	1.928	False	False	1333	5.327				phi 0,1,2 excluded
536	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	268	complement	a18564b6c5aab3b9e79dfada873e83a75152fc04b6c518f49243b659a06bba9f	0	0	1151	1166	False	False	95	0.44	False	False	461	1.955	False	False	1333	5.376				phi 0,1,2 excluded
537	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	269	source	55b0a0dab164306323f5264e3c3135d1a66bdedef1f6f120dad28bd3cfa348a1	0	0	1190	1134	False	False	147	0.688	False	False	761	3.154	False	False	1959	7.889				phi 0,1,2 excluded
538	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	269	complement	96d21d44229045d313187eac87d063396f9479ff29afbbee6e9e31bff2bb8a6a	0	0	1134	1190	False	False	147	0.692	False	False	761	3.211	False	False	1959	7.989				phi 0,1,2 excluded
539	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	270	source	7f9542b1e421f74c861f7886b75f0969527c4670229f308dc283a3409bb16e70	0	0	1177	1141	False	False	113	0.527	False	False	611	2.546	False	False	1725	6.899				phi 0,1,2 excluded
540	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	270	complement	c7ddeef4fdc3d53dc1bd14220989ee26eca7ab62a11e61e3077f43679615f59a	0	0	1141	1177	False	False	113	0.543	False	False	611	2.656	False	False	1725	7.057				phi 0,1,2 excluded
541	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	271	source	c6e60620c798d7bf76d9dcd92aab04130d3f1fef3f8493ed75f240e6ab43082a	0	0	1164	1153	False	False	119	0.549	False	False	599	2.522	False	False	1861	7.445				phi 0,1,2 excluded
542	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	271	complement	5b30ae5588fee351e57563a2f964dd9090f8713f68601b32feaca4337d3e0397	0	0	1153	1164	False	False	119	0.573	False	False	599	2.577	False	False	1861	7.589				phi 0,1,2 excluded
543	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	272	source	bbf54882e65a2dfc67bb1bda9206c4aa965321a509f256918048e32b5a6398a7	0	0	1166	1148	False	False	149	0.678	False	False	721	2.966	False	False	2043	8.042				phi 0,1,2 excluded
544	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	272	complement	66ab35a27a6d4512192aca2726586eb267e34bf3b95741dda84dbddd0d4f2186	0	0	1148	1166	False	False	149	0.692	False	False	721	3.045	False	False	2043	8.24				phi 0,1,2 excluded
545	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	273	source	6fc94adc148748cc0112b84364257376f77593789313903bfd209c6011b9a3b8	0	0	1168	1156	False	False	133	0.601	False	False	669	2.755	False	False	1899	7.471				phi 0,1,2 excluded
546	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	273	complement	3bed3a069a1665c6d11bc4cbdefd8f569f07f42fdf33f96fcbdfe05b1a8caecf	0	0	1156	1168	False	False	133	0.618	False	False	669	2.786	False	False	1899	7.492				phi 0,1,2 excluded
547	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	274	source	2c20272677a3d54e32610fb4fb433b359327c41e598ca323c60a8e46305daba9	0	0	1173	1146	False	False	119	0.547	False	False	585	2.453	False	False	1583	6.37				phi 0,1,2 excluded
548	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	274	complement	cee14c9a36fdf32ba8248e54ce48e3878a4dcc84358a1aa6a051b2e920143e93	0	0	1146	1173	False	False	119	0.554	False	False	585	2.455	False	False	1583	6.375				phi 0,1,2 excluded
549	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	275	source	c4d8d2be2e9ffc7ae42d7f6f32dea5cfb83c9a5f1e753c24925aa9a9e9e37cf0	0	0	1160	1160	False	False	119	0.553	False	False	595	2.534	False	False	1643	6.669				phi 0,1,2 excluded
550	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	275	complement	62ee37be8156ed30661ca66344c3144f14b93ba005e341607a477e1277e51fac	0	0	1160	1160	False	False	119	0.547	False	False	595	2.498	False	False	1643	6.586				phi 0,1,2 excluded
551	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	276	source	9a42af54ac137c249aaec78c5f0ef707c31e70da65471d95efe5512f50299655	0	0	1160	1153	False	False	121	0.552	False	False	601	2.508	False	False	1619	6.484				phi 0,1,2 excluded
552	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	276	complement	cf79bcb12fecc7c323b7dbc915cbf49585b8108904d2ada66b358bf97a3bab8d	0	0	1153	1160	False	False	121	0.556	False	False	601	2.509	False	False	1619	6.496				phi 0,1,2 excluded
553	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	277	source	e866a6baff4ec4d65e2267dd9af1d65a6d794d9c2af9435f0368052fed64b8d2	0	0	1147	1167	False	False	121	0.554	False	False	595	2.471	False	False	1673	6.708				phi 0,1,2 excluded
554	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	277	complement	ff7b24cd1d2379f12d5657bd773b92a2998058e1a655faf1eb1e5e36708acc53	0	0	1167	1147	False	False	121	0.568	False	False	595	2.56	False	False	1673	6.845				phi 0,1,2 excluded
555	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	278	source	826a70d183352d23ca035ce242d83d670313fafa35c52a7715d61d3e6b288039	0	0	1134	1179	False	False	121	0.551	False	False	691	2.824	False	False	1823	7.195				phi 0,1,2 excluded
556	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	278	complement	b0d8299cbeda43d96b29f218b0b8bcc4061dd7c2013ef604efe658750023a0ff	0	0	1179	1134	False	False	121	0.576	False	False	691	2.892	False	False	1823	7.444				phi 0,1,2 excluded
557	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	279	source	8e50b0471e374a15babafbd8db127315994c7890593a9cf5897189118cf999c6	0	0	1151	1172	False	False	131	0.601	False	False	647	2.704	False	False	1795	7.203				phi 0,1,2 excluded
558	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	279	complement	ac0b9f049ee63644c6f6bac8467e732b6cfeef21054f3a575426d866edb642bd	0	0	1172	1151	False	False	131	0.61	False	False	647	2.722	False	False	1795	7.249				phi 0,1,2 excluded
559	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	280	source	d84a91073a6717c7c68f492a0440e6cccb076bcbfee17b67bd9a847d9900f595	0	0	1164	1158	False	False	127	0.585	False	False	613	2.57	False	False	1677	6.781				phi 0,1,2 excluded
560	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	280	complement	f4b22c89a92ad7463adbc5f9aa936eaba2dfa4c941c98c41526c943b6c63c609	0	0	1158	1164	False	False	127	0.589	False	False	613	2.586	False	False	1677	6.782				phi 0,1,2 excluded
561	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	281	source	915d9beaa94dddca24536a0c1a4190c769fe0e81bd2a578ef0fd8097519ac5a0	0	0	1147	1165	False	False	131	0.603	False	False	703	2.863	False	False	1875	7.438				phi 0,1,2 excluded
562	DELTA_GE_3_PROVED	C:\mcdo_ramsey_MASTER43\01_VALIDATION\MDO_R55_REFERENCE_CANDIDATE_V27E_STABLE\MDO_R55_REFERENCE_CANDIDATE_V27E_20260509_032316\r55_42some.g6	281	complement	491ffbb06f6ccc7c5ec895182b4ade52d313af190a5384dc6585cb976508135b	0	0	1165	1147	False	False	131	0.614	False	False	703	2.928	False	False	1875	7.579				phi 0,1,2 excluded
